

"item_id","review_id","aspect","review_text","llm_label","label","aspect_present","confidence","notes"
"184","124916","service","makin kesini makin buruh , bulan lalu turun limit , sekarang ditolak .. padahal tidak pernah telat bayar , bilang saja tidak ada limit buat dipinjamkan.. sudah untung bitang 1 , kalau ada saya kasih minus ..","Negative","Negative","1","3","penurunan limit dan penolakan meski riwayat bayar baik menunjukkan masalah layanan"
"185","17476","trust","yang ke 2 kalinya akun ditangguhkan dengan alasan yang tidak jelas, padahal gga pernah telat bayar. giliran penagihan belum jatuh tempo sudah tlp tlp yang bikin esmosi & ggu kerjaan org.","Negative","Negative","1","3","penangguhan tanpa alasan jelas dan penagihan mengganggu merusak kepercayaan pada platform"
"186","3996","trust","dc kagak ramah kaya ngajak ributt","Negative","Negative","1","2","perilaku debt collector yang agresif membuat platform terasa tidak dapat dipercaya"
"187","147275","risk","biasa saja sih menurut saya ,ga ada yang istimewa dari aplikasi belanja ,pinjaman ,dll. masih lebih baik aplikasi sebelah yang fitur2nya sudah lengkap dan reasonable memberikan pinjaman dengan bunga sewajarnya ,tenor yang bisa dipilih , belanja yang murah tanpa kena biaya admin , transparansi perincian dalam pembelian/pinjaman..teeima kasih","Neutral","Neutral","1","2","membahas bunga, tenor, biaya admin, dan transparansi; nada kritiknya ringan dan relatif seimbang"
"188","253555","risk","aplikasi taiii...sudah isi semua data tunggu pengajuan.malah d tolak..padahal tidak pernah punya urusan sama apk mana pun...gua sumpahin supaya d blok ini apk..","Negative","","0","1","aspek risk tidak dibahas jelas; inti review lebih ke penolakan pengajuan, jadi lebih cocok ke service/trust"
"189","12285","service","aplikasi sampah ....boong","Negative","Negative","1","1","cercaan umum bernada negatif; sangat singkat dan minim konteks"
"190","22141","risk","saya sudah cukup lama menggunakan kridevo,padhl saya tidak pernah ada tunggahkan pinjaman atau tagihan,selalu bayar tepat waktu,tiba2 akun saya diblokir permanen","Negative","","0","1","aspek risk tidak dibahas jelas; inti review adalah pemblokiran akun, lebih cocok ke service/trust"
"191","104","trust","aplikasinya bagus, cum saya kecewa dengan tim penagihnya, saya memang telat bayar, dan saya akan bayar. tetapi kenapa mereka nagih ke orang tua saya? dan kasih tau semua hutang saya ke orang tua saya. padahal posisi saya ada di rumah. dan saya sudah bayar sesuai tgl yang saya janjikan, kenapa masih di tagih jg? dan di tagihnya ke orang tua saya, bukan ke saya? dan orang penagihnya tidak ada konfirmasi sama sekali ke saya, baik wa atau telpon kalau memang saya kurang bayar..","Negative","Negative","1","3","penagihan ke orang tua dan pembocoran informasi utang jelas merusak kepercayaan/privacy"
"192","115694","risk","aplikasi gakjelas !!!! jangan download !!katanya pencairan 30menit ampe 3jam tidak cair² !!! hapus akun uinstall aplikasi !!!","Negative","","0","1","aspek risk tidak dibahas jelas; inti review lebih ke kegagalan pencairan/proses layanan, jadi lebih cocok ke service"
"193","200417","service","tidak ribet, data lengkap, cairrr","Positive","Positive","1","2","proses layanan dinilai mudah dan pencairan berhasil; sentimen positif jelas"
"194","231599","trust","awalnya saya suka dng aplikasi ini sangat membantu tapi anehnya tagihan saya lunasi sblm tgl dan bulannya tapi malah di bekukan permanen...letak kesalahan saya di mana ya..? hrs bagus dong nasabah melunasi sblm tgl dan blnnya","Negative","Negative","1","3","pelunasan lebih awal tetapi akun dibekukan permanen membuat platform terasa tidak dapat dipercaya"
"195","15809","service","kecewa lah.. akun kredivo saya di blokir tanpa alasan yang jelas.. padahal saya bayar tepat waktu..","Negative","Negative","1","3","akun diblokir tanpa alasan jelas meski bayar tepat waktu; masalah layanan jelas"
"196","135155","service","aplikasi ini sangat buruk saya meminjam 200rb tapi dana nya tidak masuk tapi cicilan tetap di bayar mohon di perbaiki lagi kasihan para nasabah","Negative","Negative","1","3","untuk pasangan service masih masuk karena ada kegagalan proses pencairan/sistem, walau risk juga sangat kuat"
"197","30751","service","jujur kecewa sekali dengan kredivo saya sudah melakukan pembayaran tepat waktu , gilian limit saya 100 ribu tidak bisa digunakan mohon kembalikan kepercyaan kami ke aplikasi ini","Negative","Negative","1","3","limit tidak bisa digunakan meski pembayaran tepat waktu; keluhan layanan jelas"
"198","14456","risk","saya kasih bintang 1 karna pengajuan saya belum di setujui, tolong hapus data data saya, dan jangan di salah gunakan, mulai tanggal 02/9/2024 saya uninstall apk ini","Negative","","0","1","ada pinjaman/cicilan yang tidak diakui pengguna; risiko finansial sangat jelas"
"199","137427","risk","aku laku kenapa sekarang bermasalah,ko bilang saya punya cicilan atau pinjaman uang tunai padahal tidak","Negative","Negative","1","3","ada pinjaman/cicilan yang tidak diakui pengguna; risiko finansial sangat jelas"
"200","6736","risk","saya pelanggan lama kredivo,kenapa akun saya di blokir sementara sedang dalam pengawasan,padahal saya tidak ada masalah apapun,merasa di rugikan point hangus 61k karena terblokir,gara""saya kejar target level jawara jadi banyak transaksi di anggap mencurigakan bagaimana credit analis nya menganalisa akun saya,yang jadi parah nya harus pelunasan pinjaman kalau mau open blokir akun,hey pinjaman itu ada bunga nya masa harus dilunasi semuanya,kredivo tidak recommended.trims","Negative","Negative","1","2","ada kerugian finansial/point hangus dan kewajiban pelunasan berbunga untuk buka blokir; risk relevan walau service juga kuat"
"201","120673","trust","bayar lancar tidak pernah telat, bahkan sudah bayar jauh sebelum jatuh tempo,tapi pengajuan lagi di persulit,dan tenor di tambahin, biar makin banyak keuntungan nafsu setan","Negative","Negative","1","3","pengajuan dipersulit dan tenor ditambah membuat platform terasa tidak adil dan tidak dapat dipercaya"
"202","10000","service","cicilan sudah lunas tapi bi ceking masi ada data nya kalau belom lunas. tidak bisa di percaya ini platformnya.","Negative","Negative","1","3","data pelunasan tidak diperbarui dengan benar; masalah layanan/sistem sangat jelas"
"203","135057","service","kenapa yang sudah melakukan pembayaran/ sudah lunas tapi masih ada tagihan tolong d jawab min","Negative","Negative","1","3","masih ada tagihan setelah pelunasan; keluhan layanan sangat jelas"
"204","12822","risk","sampai saat ini akun saya di blokir angsuran tidak ada yang telat","Negative","","0","1","aspek risk tidak dibahas jelas; inti review lebih ke pemblokiran akun, jadi lebih cocok ke service/trust"
"205","123330","risk","saya sangat kecewa dengan administrasi akulaku kenapa di akun saya tidak dapat melakukan peminjaman padahal saya baru daftar akulaku dan sudah melakukan transaksi akulaku, serta kenapa saya tidak bisa menggunakan paylater akulaku padahal sebelumnya saya bisa menggunakan paylater dan sudah saya lunasi tagihannya, tetapi saat saya sudah lunas tagihan paylater saya kenapa saya malah tidak bisa menggunakan kembali paylater saya. mohon kejelasannya dari pihak akulaku, terima kasih~","Negative","Negative","1","2","akses pinjaman/paylater tidak bisa digunakan meski tagihan sudah lunas; risk relevan sebagai akses kredit"
"206","252355","service","pinjaman tidak ribet,cepat,aman","Positive","Positive","1","2","layanan dipersepsi mudah dan cepat; sentimen positif jelas"
"207","231","risk","ini aplikaai paling jahat padahal dilindungi ojk. masa mau tutup akun tidak bisa lewat aplikasi ataupun chat lewat cust service di aplikasi. jadi gw merasa dijerat untuk terikat dan pinjam terus. mana bunganya tidak tahan, pinjam 5,5 ganti 7,5. 45℅ bro lu nyeket rakyat. mohon play strore ataupun app store tutup saja ini akun. kominfo jangan diam saja donk","Negative","Negative","1","3","membahas bunga sangat tinggi dan rasa dijerat terus berutang; aspek risk jelas negatif"
"208","102282","risk","ngasih hadiah lewat luckydraw tapi kaya gtu, sudah ngundang tmn banyak, sisa 1 rupiah saja kaya nya dipersulit pengajuan selalu ditolak, langsung uninstal, yang gua undangin gua suruh uninstal juga","Negative","","0","1","aspek risk tidak dibahas jelas; isi lebih kuat ke service/promosi dan pengajuan"
"209","104","service","aplikasinya bagus, cum saya kecewa dengan tim penagihnya, saya memang telat bayar, dan saya akan bayar. tetapi kenapa mereka nagih ke orang tua saya? dan kasih tau semua hutang saya ke orang tua saya. padahal posisi saya ada di rumah. dan saya sudah bayar sesuai tgl yang saya janjikan, kenapa masih di tagih jg? dan di tagihnya ke orang tua saya, bukan ke saya? dan orang penagihnya tidak ada konfirmasi sama sekali ke saya, baik wa atau telpon kalau memang saya kurang bayar..","Negative","Negative","1","3","keluhan kuat tentang perilaku tim penagih dan proses penagihan yang buruk"
"210","11686","risk","tiap kali daftar selalu di tolak, mohon jangan sms no saya lagi, karena trlalu sering saya registrasi dan trlalu sering juga di tolak juga padahal terlalu sering saya kirim dan uploud data diri meski selalu tertolak untuk registrasi, saya kwater dan tidak percaya bhwa data diri saya apa benar benar terhapus permanent pd saat saya klik hapus data diri.","Negative","","0","1","aspek risk tidak dibahas jelas; inti review lebih ke penolakan registrasi dan kekhawatiran data, jadi lebih cocok ke service/trust"
"211","140240","service","semoga akun saya bisa di pakai lagi tidak pernah telat tapi tidak bisa di gunakan","Negative","Negative","1","2","keluhan tentang akun/fitur yang tidak bisa digunakan meski tidak pernah telat; service jelas negatif"
"212","27318","service","ini bagaimana cara berhenti nya, saya sama sekali tidak mengambil kenapa dikirim terus saldonya? mohon bantuannya dong..","Negative","Negative","1","2","ada saldo/pinjaman yang dikirim tanpa diminta; untuk pasangan service masih relevan karena pengguna meminta bantuan penghentian/proses"
"213","111605","service","""buat akulaku jangan ngasih limit paylater atw pinjaman,klo bru pnya tagihan pulsa 21rbu aj sudah tidak bisa d'pakai [pnggunaan limit lgs d'bekukan]...mksud'ny apa..??.ketakutan amat nasabah tidak byar...itu mah resiko.bintang 1 aj lah..jelek,mau uninstal sayang data2'ny sudah trlanjur msuk,kecewa.","Negative","Negative","1","2","limit langsung dibekukan dan layanan dianggap tidak masuk akal; service negatif"
"214","200","trust","baru daftar sudah di tolak, ingat jaga data saya devi pitriani .. jika di salah gunakan maka saya tidak tanggung jawab .. per hari ini tgl 22 januari 2026","Negative","Negative","1","3","kekhawatiran penyalahgunaan data pribadi dinyatakan eksplisit; trust sangat jelas"
"215","177349","risk","sangat bagus dan membantu,namun saya tidak menemukan tombol untuk menhpus data. karena kredit / pinjaman saya tidak ada lagi saya mohon data saya jangan di salah gunakan.","Negative","","0","1","aspek risk tidak dibahas langsung; isi lebih kuat ke trust/data privacy. LLM label kemungkinan bias karena kalimat awal positif"
"216","99921","trust","aplikasi tidak bner masa limit tidak pernah cair data saya uda di ambil yang bner saja aplikasi busuk","Negative","Negative","1","2","ada kecurigaan data diambil tanpa manfaat yang sepadan; trust negatif cukup jelas"
"217","135378","service","ko saya dak bisa ngajuin pinjaman ya","Negative","Negative","1","2","pertanyaan inti tentang gagal mengajukan pinjaman; service relevan"
"218","54367","risk","good good good saya baru saja mendapatkan kenaikan limit pinjaman. terima kasih kredivo telah memberikan kemudahan untuk saya. aplikasi terpercaya.","Positive","Positive","1","2","membahas limit pinjaman dan pengalaman kredit yang baik; risk/aspek kredit masih relevan dan sentimen positif"
"219","246615","risk","ok, cuman debt kolektor rewel. pokoknya kalau lewat jatuh tempo sehari telpon setiap menit. yang telpon pun gonta ganti. enakan hutang bri aja.... tiba tiba akun diblokir permananen...","Negative","Negative","1","2","penagihan agresif dan pemblokiran permanen menunjukkan risiko pengalaman kredit/penagihan yang buruk"
"220","121038","trust","d coba dulu klu berhasil pinjamnnya saya kaaih bintang 5..karena beberapa bulan lalu mengadakn pengajuan tidak lagi cair2 padahal tidak pernah telat bayrx","Negative","","0","1","aspek trust tidak terlalu hadir; inti lebih ke service terkait pengajuan tidak cair"
"221","136344","risk","pinjaman pertama langsung di respon dengan baik, tapi kenapa pinjaman kedua di tolak padahal pembayarannya di lunasin jauh sebelum jatuh tempo, untuk itu mohon data saya jangan di salah gunakan pertanggal 17/05/2024 karena aplikasi akulaku saya uninstall","Negative","Negative","1","2","aspek risk masih relevan karena menyangkut akses pinjaman/penolakan kredit, walau trust soal data juga kuat"
"222","105352","service","aplikasi il penipu ini, aku sudah bayar tagihan melalui ovo . di aplikasi belum juga lunas, yang anehnya, tiap hari makin bertambah.... saransan saya , jang pernah men dwonload aplikasi ini.","Negative","Negative","1","3","pembayaran tidak tercatat dan tagihan terus bertambah; masalah layanan/sistem sangat jelas"
"223","13050","risk","saya sudah menggunakan hampir 6 bulan dan pembayaran tidak pernah telat, tapi pada saat saya bayar tagihan terlalu cepat malah di blokir permanen. parah.","Negative","","0","1","aspek risk tidak dibahas langsung; inti review lebih ke pemblokiran akun, lebih cocok ke service/trust"
"224","138525","risk","apk saya hapus karena di tolak terus padahal belum pernah ada cicil apapun,trus ini nanti data saya kira"" juga ikut dihapus tidak ya??","Negative","","0","1","aspek risk lemah; isi lebih dominan ke trust/privacy data dan penolakan registrasi"
"225","25412","service","ini aplikasi kredivo kok sekarang parah ya transaksi pembelian batal kok tagihan masih berjalan sudah dinkirim bukti pembatalan dengan jelas masih saja di tagih","Negative","Negative","1","3","transaksi batal tapi tagihan tetap berjalan; problem layanan sangat jelas"
"226","13036","risk","bayar kecepatan malah diblokir permanen lucu sekali","Negative","","0","1","aspek risk tidak kuat; keluhan utama adalah pemblokiran akun setelah pelunasan cepat, lebih cocok ke service/trust"
"227","103193","service","pengajuan di tolak terus .tolong hapus fata saya. saya tidak bertangguang jawab kalau ada apa"" kedepanya. saya sudah uninstall","Negative","Negative","1","2","penolakan pengajuan adalah inti utama; service jelas, meski ada elemen trust soal data"
"228","145763","risk","aku laku parah sudah bayar, tapi masih ada tagih, nelpon ke costumer tidak di angkat malah pulsa abis gede, lewat livechat nungguin antrian 1400. 2 jam baru beres paling 10 orang, bagaimana ngehubunginya, bikin pusing, mending kalau tidak ada denda.","Negative","Negative","1","2","masih ditagih setelah bayar dan ada potensi denda; aspek risk finansial cukup relevan walau service juga kuat"
"229","252355","risk","pinjaman tidak ribet,cepat,aman","Positive","Positive","1","2","membahas pengalaman pinjaman yang lancar dan aman; aspek risk/kredit masih relevan dan positif"
"230","131801","service","bikin kapok pinjam disini ... bunganya besar dan cara penagihan nya kasar...","Negative","Negative","1","2","untuk pasangan service masih bisa diterima karena menyorot pengalaman penagihan, walau risk juga kuat dari sisi bunga"
"231","121038","risk","d coba dulu klu berhasil pinjamnnya saya kaaih bintang 5..karena beberapa bulan lalu mengadakn pengajuan tidak lagi cair2 padahal tidak pernah telat bayrx","Negative","","0","1","aspek risk tidak dibahas jelas; isi lebih ke keluhan pengajuan/pencairan sehingga lebih cocok ke service"
"232","15809","risk","kecewa lah.. akun kredivo saya di blokir tanpa alasan yang jelas.. padahal saya bayar tepat waktu..","Negative","","0","1","aspek risk lemah; inti ulasan adalah pemblokiran akun tanpa alasan, lebih cocok ke service/trust"
"233","239160","risk","tidak ribet kaya yang lain. bunga lumayan rendah. proses cepat. asli gpl. butuh dana dadakan rekomendasi lah","Positive","Positive","1","3","membahas bunga, proses pinjaman, dan kebutuhan dana darurat; aspek risk/kredit relevan dan sentimen positif jelas"
"234","3996","risk","dc kagak ramah kaya ngajak ributt","Negative","Negative","1","2","debt collector agresif berkaitan dengan risiko penagihan; aspek hadir meski teks singkat"
"235","12236","trust","ternyata saya tidak sendiri,,saya sudah melakukan pembayaran di tanggal 01/11/2024 tapi sampai sekarang masih ada tagihan, dan pembayaran saya belum terverifikasi. sudah komplain via cs,livechat,dan email juga. masih belum ada solusi. ini gmna pertanggung jawabannya. padahal bukti pembayaran sudah saya kirim","Neutral","Negative","1","3","ada ketidakpercayaan jelas karena pembayaran tidak terverifikasi meski bukti sudah dikirim; llm_label tampak terlalu lunak"
"236","46374","service","suka pakai kredivo wlw pun sudah jatuh tempo tidak ditlp terus n wa klw pinjam lain belum sudah ditlp dan diwa pakai ancam2 lagi","Negative","Positive","1","2","layanan dinilai mudah dan cepat; sangat jelas positif"
"237","80160","service","kerenn,mudah dan cepat","Positive","Positive","1","3","aspek trust tidak disebut langsung; namun sentimen keseluruhan jelas positif. Jika dipaksa untuk trust masih lemah, jadi aspect_present rendah"
"238","169751","trust","bagus proses mudah dan bisa membantu keuangan darurat, tenor nya panjang bunga sangat rendah dibanding apl lainya.. sangat recommended aplikasi akulaku ini","Positive","","0","1","pemblokiran setelah bayar cepat adalah masalah layanan yang jelas"
"239","13036","service","bayar kecepatan malah diblokir permanen lucu sekali","Negative","Negative","1","3","pemblokiran setelah bayar cepat adalah masalah layanan yang jelas"
"240","7894","service","akun saya tiba tiba di blokir permanen , sampe sekarang tidak bisa di buka . padahal pembayaran tidak pernah telat. bener bener tidak ada konpensasi untuk nasabah nya","Negative","Negative","1","3","akun diblokir permanen meski tidak pernah telat bayar; keluhan layanan sangat jelas"
"241","105352","risk","aplikasi il penipu ini, aku sudah bayar tagihan melalui ovo . di aplikasi belum juga lunas, yang anehnya, tiap hari makin bertambah.... saransan saya , jang pernah men dwonload aplikasi ini.","Negative","Negative","1","3","tagihan terus bertambah meski sudah bayar; risiko finansial jelas kuat"
"242","231599","risk","awalnya saya suka dng aplikasi ini sangat membantu tapi anehnya tagihan saya lunasi sblm tgl dan bulannya tapi malah di bekukan permanen...letak kesalahan saya di mana ya..? hrs bagus dong nasabah melunasi sblm tgl dan blnnya","Negative","","0","1","aspek risk tidak terlalu langsung; inti keluhan adalah akun dibekukan setelah pelunasan cepat, lebih cocok ke service/trust"
"243","117654","service","sejauh ini masih aman aman saja ..pelayanan baik proses mudah cuma kok paylater nya tidak bisa di gunakan","Positive","Neutral","1","2","ada pujian pada pelayanan, tapi ada keluhan paylater tidak bisa digunakan; sentimen campuran jadi bukan positif murni"
"244","135378","trust","ko saya dak bisa ngajuin pinjaman ya","Negative","","0","1","aspek trust tidak hadir jelas; ini lebih cocok ke service karena soal pengajuan pinjaman"
"245","13050","trust","saya sudah menggunakan hampir 6 bulan dan pembayaran tidak pernah telat, tapi pada saat saya bayar tagihan terlalu cepat malah di blokir permanen. parah.","Negative","Negative","1","3","diblokir permanen setelah bayar cepat menurunkan kepercayaan pada sistem"
"246","142037","trust","ini saya kok di telfon"" kak masalah cashback telat apa bener","Negative","","0","1","sangat ambigu dan berbentuk pertanyaan; trust belum cukup jelas muncul"
"247","60480","trust","trimakasi kredivo telahbanyak membantu keuangan dg cicilan , kebutuhan yang sangat mendesak, kebutuhan harian masih ada yang belum tersedia di kredivo yaitu pembayaran pgntolong diusahan untuk pembayaran pgn. trimakasih telah membantu dan tetap menjaga kwalitas pelayanan ..jika kebutuhan mendesak ya kredivo saja meskipun sempat terhenti tidak dapat digunakan karna terlambat membayar .namun kridivo lah yang terbaik .trimakasih kredivo pilih kredivo saja . kredivo terbaik ,ayo don lod kredivo .!","Positive","Positive","1","2","rekomendasi eksplisit dan pujian kuat menunjukkan trust positif"
"248","6736","trust","saya pelanggan lama kredivo,kenapa akun saya di blokir sementara sedang dalam pengawasan,padahal saya tidak ada masalah apapun,merasa di rugikan point hangus 61k karena terblokir,gara""saya kejar target level jawara jadi banyak transaksi di anggap mencurigakan bagaimana credit analis nya menganalisa akun saya,yang jadi parah nya harus pelunasan pinjaman kalau mau open blokir akun,hey pinjaman itu ada bunga nya masa harus dilunasi semuanya,kredivo tidak recommended.trims","Negative","Negative","1","3","pemblokiran, kerugian poin, dan syarat pelunasan penuh membuat trust negatif sangat jelas"
"249","3471","service","setiap transaksi apapun selalu gagal... nyesel daftar kredivo, rugi data pribadi, yang belum daftar kredivo sebaiknya jangan daftar...","Negative","Negative","1","2","transaksi selalu gagal adalah masalah layanan utama; ada juga unsur trust soal data pribadi"
"250","120673","risk","bayar lancar tidak pernah telat, bahkan sudah bayar jauh sebelum jatuh tempo,tapi pengajuan lagi di persulit,dan tenor di tambahin, biar makin banyak keuntungan nafsu setan","Negative","Negative","1","2","tenor ditambah dan pengajuan dipersulit menyentuh risiko biaya/akses kredit, meski trust juga kuat"
"251","21072","risk","gda pengingat ud jatuh tempo d tlp kek, msh lumayan lagi indodana..gila bunga nya 1 hri tidak bayar 100rb kntl! bnr2 menjebak!! asuu!!! sumpah tidak rekomended gausala kalian pinjol2..lbh baik krtu kredit lg..gua akan non aktfkan akun kl begini..","Negative","Negative","1","3","bunga dan denda harian dianggap sangat tinggi dan menjebak; aspek risk sangat jelas"
"252","176704","service","mantul berguna saat mendesak","Positive","Positive","1","2","manfaat layanan terasa saat butuh mendesak; sentimen positif jelas meski singkat"
"253","137268","trust","payah gara2 telat bayar setelah dilunasi malah tidak bisa di pakai limitnya..nyesel lunasi mending tunggu sampe deptkolektor dateng krmh ketauan ajak ngopi wkwkwkw","Negative","Negative","1","2","setelah dilunasi limit tetap tidak bisa dipakai, membuat sistem terasa tidak adil dan tidak dapat dipercaya"
"254","141260","trust","mau tanya kak ,seandainya kridit barang dan barang yang datang tidak sesuai bagaimana kak? kok pengiriman lama, sudah 2 hari belum dikirim pesananya","Negative","","0","1","ini lebih berupa pertanyaan soal pengiriman/barang, bukan ekspresi trust yang jelas; lebih cocok ke service"
"255","167239","service","peminjaman cepat dan mudah, bunga juga kecil","Positive","Positive","1","3","proses pinjaman dinilai cepat dan mudah; sentimen positif sangat jelas"
"256","121022","trust","ada limit offline tapi riject padahal tidak pernah kredit pakai yang lain. terus juga bunganya sangat mahal tolong bunganya di turuni kaya kompetitor sebelah yang bunganya rendah","Negative","","0","1","aspek trust tidak muncul kuat; isi lebih ke akses limit dan bunga, jadi lebih cocok ke risk/service"
"257","119723","trust","aplikasi jelek rentenir terlambat 3 hari saja sudah seperti apa kami di kejarr nya","Negative","Negative","1","2","penagihan agresif membuat platform terasa eksploitatif dan tidak layak dipercaya"
"258","119562","service","untuk pengguna baru yang baru daftar gua saranin kalau bisa di pakai limit atau pinjaman nya lebih baik tidak usah di bayar karena percuma kalian bayar toh nanti tidak akan bisa ambil lagi mau bayar rutin dan tidak telat pun sama ajah ,,, sudah banyak nasabah bagus disini yang kecewa pakai akulaku karena pembayaran bagus tapi pinjaman selanjutnya tidak di acc ... mending pakai kredivo atau semacam nya lebih bagus","Negative","Negative","1","2","inti keluhan adalah setelah bayar baik, pinjaman berikutnya tidak di-acc; masalah layanan kredit cukup jelas"
"259","12822","trust","sampai saat ini akun saya di blokir angsuran tidak ada yang telat","Negative","Negative","1","2","akun diblokir meski angsuran tidak telat menurunkan kepercayaan pada sistem"
"260","272633","trust","saya sudah 3 tahun konsumen kredivo pembayaran belum pernah telat, malah selalu di awal sblm wktunya. cuman saya sangat kecewa diakala pembayaran barru telat 1 minggu. sudah di datangin dc... ke kantor tempat kerja pula. saya sangat kecewa, bikin malu. timbang telat seminngu. kenapa tidak dtng ke alamat ktp rumah saya. kalau sudah lunas saya kapok minjem kredivo baru tau ternyata begitu... nagih ke tempat kerja.","Negative","Negative","1","3","penagihan ke tempat kerja setelah telat 1 minggu merusak trust dan rasa aman pengguna"
"261","8871","trust","kapok pakai ini.. sudah di bayar lunas masih di tagih.. hati-hati buat yang lain.. saya cukup sampai disini..","Negative","Negative","1","3","masih ditagih setelah lunas membuat platform terasa tidak dapat dipercaya"
"262","176704","trust","mantul berguna saat mendesak","Neutral","","0","1","tidak ada sinyal trust yang eksplisit, tapi sentimen keseluruhan jelas positif; llm_label netral tampak terlalu lemah"
"263","15809","trust","kecewa lah.. akun kredivo saya di blokir tanpa alasan yang jelas.. padahal saya bayar tepat waktu..","Negative","Negative","1","3","pemblokiran tanpa alasan jelas meski bayar tepat waktu merusak kepercayaan"
"264","46374","trust","suka pakai kredivo wlw pun sudah jatuh tempo tidak ditlp terus n wa klw pinjam lain belum sudah ditlp dan diwa pakai ancam2 lagi","Negative","Positive","1","2","pemblokiran tanpa alasan jelas meski bayar tepat waktu merusak kepercayaan"
"265","13872","trust","saya kecewa dengan kredivo saya sudah ajukan tapi di suruh nunggu samapi 89 hari baru bisa ajukan peminjaman apaan tu sudah lolos kenapa limit dikasi 150 ribu itupun tidak bisa dipakai saya mau uninstal ini kredivo mohon data data saya dihapus karena saya akan tuntut kalian kalau data2 saya disalahgunakan","Negative","Negative","1","3","frustrasi pada limit/pengajuan dan kekhawatiran penyalahgunaan data membuat trust negatif sangat jelas"
"266","128776","trust","aplikasi apa ini .masak adek saya sudah bayar lunas sejak bulan november .tiba2 bulan ini dapat wa katanya ada tagihan lalai dari november..sampai nominalnya 2.960.000..apa mkst nya. lama2 aplikasi pemerasan ini mah.. padahal data² sudah di hapus dari aplikasi . kalau memang adek saya masih ada hutang. tidak mungkin lah bisa hapus data segala macam...sudah blokir saja dari ojk aplikasi ini","Negative","Negative","1","3","tagihan muncul lagi setelah lunas dan nominal besar membuat trust sangat negatif"
"267","30751","risk","jujur kecewa sekali dengan kredivo saya sudah melakukan pembayaran tepat waktu , gilian limit saya 100 ribu tidak bisa digunakan mohon kembalikan kepercyaan kami ke aplikasi ini","Negative","","0","1","aspek risk tidak terlalu eksplisit; ini lebih kuat ke service/trust karena limit tidak bisa dipakai"
"268","137268","service","payah gara2 telat bayar setelah dilunasi malah tidak bisa di pakai limitnya..nyesel lunasi mending tunggu sampe deptkolektor dateng krmh ketauan ajak ngopi wkwkwkw","Negative","Negative","1","2","setelah pelunasan limit tetap tidak bisa dipakai; masalah layanan cukup jelas"
"269","231","service","ini aplikaai paling jahat padahal dilindungi ojk. masa mau tutup akun tidak bisa lewat aplikasi ataupun chat lewat cust service di aplikasi. jadi gw merasa dijerat untuk terikat dan pinjam terus. mana bunganya tidak tahan, pinjam 5,5 ganti 7,5. 45℅ bro lu nyeket rakyat. mohon play strore ataupun app store tutup saja ini akun. kominfo jangan diam saja donk","Negative","Negative","1","2","untuk pasangan service tetap masuk karena keluhan utama termasuk tidak bisa tutup akun/lewat CS, walau risk juga sangat kuat"
"270","115169","risk","saya tidak penah telat bayar dan saya sering sebelum jatuh tempo sudah bayar...sekarang sudah tidak ada tagihan sama sekali malah di beri pesan email tentang pembayaran pembiyayaan...padahal saya sudah lunas dan tidak ada tagihan","Negative","Negative","1","2","ada notifikasi/tagihan pembiayaan padahal sudah lunas; ini menyentuh risiko finansial/administratif yang cukup jelas"
"271","122203","risk","awalnya di kasih . giliran sudah lunas. mau lakukan pinjaman ulang di tolak mulu. padahal pembayaran tidak terlambat dan malahan belum jatuh tempo sudah di lunasin. tidak puas sama aplikasi akulaku. semoga saja data pribadi ku aman dan jangan di gunakan buat hal lain.","Negative","Negative","1","2","penolakan pinjaman ulang menyentuh akses kredit/risk, walau ada elemen trust soal data pribadi"
"272","119723","service","aplikasi jelek rentenir terlambat 3 hari saja sudah seperti apa kami di kejarr nya","Negative","Negative","1","2","penagihan agresif masih bisa masuk service karena terkait pengalaman layanan penagihan, meski risk juga kuat"
"273","100294","risk","g jelas , utang g ada lunas terus eh ujungnya 300 rb saja tidak acc..kacau.hps akun deh jaga ya jgan smpi salah gunakan .kecewa sama apk ini","Negative","","0","1","aspek risk tidak kuat; isi lebih dominan ke trust/privacy dan penolakan pengajuan"
"274","60480","risk","trimakasi kredivo telahbanyak membantu keuangan dg cicilan , kebutuhan yang sangat mendesak, kebutuhan harian masih ada yang belum tersedia di kredivo yaitu pembayaran pgntolong diusahan untuk pembayaran pgn. trimakasih telah membantu dan tetap menjaga kwalitas pelayanan ..jika kebutuhan mendesak ya kredivo saja meskipun sempat terhenti tidak dapat digunakan karna terlambat membayar .namun kridivo lah yang terbaik .trimakasih kredivo pilih kredivo saja . kredivo terbaik ,ayo don lod kredivo .!","Negative","Positive","1","2","isi review dominan memuji dan merekomendasikan; llm_label tampak salah"
"275","43656","trust","saya sudah sering melakukan transaksi terus aman2 aja, tapi kok sudah lama di pakai saya masih tidak bisa upgrade premium , terus limit saya masih kecil terus 1,3 padahal kata anggota kredivo nya harus trus2 melakukan transaksi dan bayar tepat waktu supaya naik limitnya eh engga pernah naik kecewa sih, padahal butuh banget kalau limit naik mau beli hp ka,, kcewa tidak bisa naik limit :((((","Positive","Negative","1","2","isi utama adalah kekecewaan pada janji/ekspektasi kenaikan limit yang tidak terpenuhi; llm_label terlihat kebalik"
